symbol,interval,current_price,lower_band,upper_band,signal,potential_return,total_return,sharpe_ratio,max_drawdown,degree,kstd,lookback,use_lookback,data_points,total_available,analysis_date
ETHUSDT,1d,3787.25,2015.9017659659269,3528.223734485332,SELL,75.01962615697052,214.70450446304588,5.463437346130743,12.60157539151282,2,1.3,300,True,300,1000,2025-07-31T19:16:25.911489
USDCUSDT,1d,1.0,0.9990623629787289,0.9998752045775957,SELL,0.08136044645334717,-0.6677427763514279,-2.3232392964608035,0.6677427763514279,2,2.0,200,True,200,874,2025-07-31T19:16:26.945844
BTCUSDT,1d,118213.87,94991.79010909205,128165.95310154461,HOLD,34.92318962970815,49.014102545266475,6.798570513051983,5.408146240561928,1,2.0,190,True,190,1000,2025-07-31T19:16:34.916829
SOLUSDT,1d,178.02,148.73463441743542,192.4321740803599,HOLD,29.379532100293414,109.48194954399703,9.54894195720644,2.7761904129068546,2,1.6,140,True,140,1000,2025-07-31T19:16:44.048074
XRPUSDT,1d,3.1035,2.5969940100186517,3.4632664635959416,HOLD,33.356736682310185,28.498135693826367,1.4486054880207604,39.43213104861522,2,2.0,200,True,200,1000,2025-07-31T19:16:45.456183
FDUSDUSDT,1d,0.9981,0.997315509951515,0.9987495562887805,HOLD,0.14379063826403665,-0.12762183857410855,-0.6580806764837597,0.2597202164705377,2,2.0,200,True,200,737,2025-07-31T19:16:46.447762
ENAUSDT,1d,0.6195,0.3395259746306559,0.6248817017393845,HOLD,84.04533038131913,0.0,,,2,2.0,200,True,200,486,2025-07-31T19:16:47.427091
BNBUSDT,1d,807.95,693.8236328863845,801.5195233442637,HOLD,15.522084482745582,34.87225479840736,3.328916603206631,16.95877163975013,2,2.0,200,True,200,1000,2025-07-31T19:16:48.469535
PENGUUSDT,1d,0.036532,0.021903509169657845,0.03894659209207904,HOLD,77.80982850926176,0.0,,,2,2.0,200,True,200,227,2025-07-31T19:16:49.436885
SUIUSDT,1d,3.7648,3.0032547460977472,5.178077694976574,HOLD,72.41553357085888,0.0,,,2,2.0,200,True,200,821,2025-07-31T19:16:50.806252
DOGEUSDT,1d,0.21848,0.18713290518225256,0.30327312130371276,HOLD,62.06295787924036,0.0,,,2,2.0,200,True,200,1000,2025-07-31T19:16:52.618268
TRXUSDT,1d,0.3291,0.30263403748965034,0.3337023442674052,HOLD,10.265965796665334,21.791928179407826,2.647441361459401,12.577368671639414,2,2.0,200,True,200,1000,2025-07-31T19:16:53.637987
PEPEUSDT,1d,1.128e-05,1.0269737109412027e-05,1.910007221182102e-05,HOLD,85.98404232096799,0.0,,,2,2.0,200,True,200,819,2025-07-31T19:16:54.696100
ADAUSDT,1d,0.7638,0.6153031661063667,0.9162263546786088,HOLD,48.90649116540087,0.0,,,2,2.0,200,True,200,1000,2025-07-31T19:16:55.765674
BONKUSDT,1d,2.801e-05,2.3239547251069245e-05,4.009386793956168e-05,HOLD,72.5243074075678,0.0,,,2,2.0,200,True,200,595,2025-07-31T19:16:57.121460
HBARUSDT,1d,0.26249,0.1891955875316543,0.2914611183969782,HOLD,54.05280968733685,0.0,,,2,2.0,200,True,200,1000,2025-07-31T19:16:58.140895
CFXUSDT,1d,0.2114,0.09051208312287645,0.1522212269173372,SELL,68.17779645032176,0.0,,,2,2.0,200,True,200,1000,2025-07-31T19:16:59.972687
UNIUSDT,1d,9.671,9.62498778931588,11.984106621544418,HOLD,24.51035662452741,-27.38768035748275,-1.7097749449743371,49.50499066785686,2,2.0,200,True,200,1000,2025-07-31T19:17:01.086292
LINKUSDT,1d,17.58,14.609853851243848,21.482917741045974,HOLD,47.04402904904465,29.6509001398398,3.9408471136232257,0.3660606777645499,2,2.0,200,True,200,1000,2025-07-31T19:17:02.493712
CRVUSDT,1d,0.9942,0.6310291213594075,1.1390178074569057,HOLD,80.5016232853332,0.0,,,2,2.0,200,True,200,1000,2025-07-31T19:17:04.691129
AVAXUSDT,1d,23.21,19.085822831846208,30.250709277028754,HOLD,58.49832382679906,0.0,,,2,2.0,200,True,200,1000,2025-07-31T19:17:06.474109
TONUSDT,1d,3.613,2.684860825865854,3.9800896918357194,HOLD,48.24193691872877,15.564718958792815,1.059250701085967,29.263190121440974,2,2.0,200,True,200,358,2025-07-31T19:17:07.453851
LTCUSDT,1d,109.84,84.13375590708621,125.13054384982213,HOLD,48.728108594142704,30.91981776726252,2.4287475474309845,17.24476650563608,2,2.0,200,True,200,1000,2025-07-31T19:17:08.505495
SUSDT,1d,0.3334,0.1470998807506778,0.4369706367362539,HOLD,197.05709787547906,73.9907505810797,4.157858242139624,1.5867773956786841,2,2.0,200,True,197,197,2025-07-31T19:17:09.685302
BCHUSDT,1d,574.4,533.0930836910723,638.8025624224185,HOLD,19.82945980079625,104.93798169675652,6.930991666844331,6.815941416701858,2,2.0,200,True,200,1000,2025-07-31T19:17:11.442894
XLMUSDT,1d,0.4123,0.33340906105837154,0.4898487010592564,HOLD,46.92123228573449,86.57072817707682,3.7927501485406276,1.2131743884258612,2,2.0,200,True,200,1000,2025-07-31T19:17:12.459635
WIFUSDT,1d,0.968,0.8959332060118146,1.7037831545010125,HOLD,90.16854639033714,0.0,,,2,2.0,200,True,200,514,2025-07-31T19:17:13.445190
AAVEUSDT,1d,270.8,300.70862092499175,418.54628736671674,BUY,39.186660521820635,-3.177325865148392,-2.022659714896859,3.177325865148392,2,2.0,200,True,200,1000,2025-07-31T19:17:15.426288
FLOKIUSDT,1d,0.00011786,9.762244479431174e-05,0.00016384879262562374,HOLD,67.83926377878508,0.0,,,2,2.0,200,True,200,819,2025-07-31T19:17:16.436126
WLDUSDT,1d,1.067,0.8855538971206491,1.7531948188539754,HOLD,97.9772009986556,0.0,,,2,2.0,200,True,200,739,2025-07-31T19:17:17.829482
APTUSDT,1d,4.496,4.222897695512899,6.093600775906897,HOLD,44.299038605215095,0.2593724902787508,0.14171992598997,28.872704243191894,2,2.0,200,True,200,1000,2025-07-31T19:17:19.643909
SEIUSDT,1d,0.3079,0.3006745172598443,0.41556858707738,HOLD,38.21210751898995,106.91003552839476,3.3577527159634735,46.12417206492467,2,2.0,200,True,200,717,2025-07-31T19:17:20.664019
ARBUSDT,1d,0.4166,0.37154893773990477,0.5688750579169652,HOLD,53.109052437984516,0.0,,,2,2.0,200,True,200,862,2025-07-31T19:17:22.090667
DOTUSDT,1d,3.829,3.2886224957419325,5.057880539662355,HOLD,53.79936572869751,0.0,,,2,2.0,200,True,200,1000,2025-07-31T19:17:23.922436
NEARUSDT,1d,2.667,2.233123523837476,3.646601167300108,HOLD,63.29599005045916,0.0,,,2,2.0,200,True,200,1000,2025-07-31T19:17:24.952084
ONDOUSDT,1d,0.9688,0.7947765311733268,1.1335595570145094,HOLD,42.62619900729051,0.0,,,2,2.0,200,True,112,112,2025-07-31T19:17:25.908854
TAOUSDT,1d,370.9,325.6164564068281,568.3032871870831,HOLD,74.53150048320653,0.0,,,2,2.0,200,True,200,477,2025-07-31T19:17:26.915982
TRUMPUSDT,1d,9.26,6.654083197330651,17.4113486688386,HOLD,161.66412640922985,0.0,,,2,2.0,200,True,194,194,2025-07-31T19:17:27.870495
OPUSDT,1d,0.704,0.55801724282761,0.9589371909486695,HOLD,71.84723290798325,-23.43929944595683,-1.3855757566660953,45.770102912960056,2,2.0,200,True,200,1000,2025-07-31T19:17:30.463952
