symbol,interval,current_price,lower_band,upper_band,signal,potential_return,total_return,sharpe_ratio,max_drawdown,degree,kstd,lookback,use_lookback,data_points,total_available,analysis_date
ETHUSDT,1d,4742.25,3894.4727412815932,4412.207875936284,SELL,13.670488704895472,193.1734302339968,7.958341938831119,-1.016481087898713,3,1.0,150,True,150,720,2025-08-14T09:26:19.438436
USDCUSDT,1d,0.9995,0.9499181292045267,0.9999138202152913,HOLD,0.01738654203004986,0.0,0.0,0.0,1,1.2,90,True,90,720,2025-08-14T09:26:21.652695
BTCUSDT,1d,121597.31,111156.84483767951,123184.82816431527,HOLD,2.1402867675697763,58.121103355815904,8.28360420587822,-4.248326181311512,2,1.7000000000000002,140,True,140,720,2025-08-14T09:26:23.833432
SOLUSDT,1d,205.73,178.37227054551227,205.80436951292307,HOLD,6.759779959900334,119.62533594725384,8.153259843000894,-2.8196590113329534,4,1.2,140,True,140,720,2025-08-14T09:26:26.030988
FDUSDUSDT,1d,0.9977,0.948251114653365,0.9981590680561737,HOLD,0.01193018878740209,0.0,0.0,0.0,1,1.8,100,True,100,720,2025-08-14T09:26:28.352031
XRPUSDT,1d,3.2463,2.675296008334614,3.5046533943056493,HOLD,8.807727953953137,54.0561128052742,6.303955174399916,-0.19960079840318778,1,1.4,0,True,100,720,2025-08-14T09:26:30.913755
DOGEUSDT,1d,0.2453,0.22446519632747114,0.26800685676038266,HOLD,5.037315617978793,117.6804198553152,7.55570707328602,-6.272061734947465,3,1.0,100,True,100,720,2025-08-14T09:26:33.255746
ADAUSDT,1d,0.9962,0.6989831012158084,0.8467333919968617,SELL,19.01857158562823,71.74755438021587,11.892615576840551,-0.1996007984031989,2,1.5,50,True,50,720,2025-08-14T09:26:35.660046
BNBUSDT,1d,856.36,815.1066800126588,865.2818971751425,HOLD,1.7742573764917082,45.391444127125524,9.757358643657666,-2.060782807045125,3,1.1,0,True,100,720,2025-08-14T09:26:38.080864
SUIUSDT,1d,4.0049,3.4917893474090143,4.549192516823219,HOLD,10.109220605872233,17.931602724789975,1.5240870798409671,-33.580735445448084,3,1.8,0,True,100,720,2025-08-14T09:26:40.681142
