symbol,interval,current_price,lower_band,upper_band,signal,potential_return,total_return,sharpe_ratio,max_drawdown,degree,kstd,lookback,use_lookback,data_points,total_available,analysis_date
ETHUSDT,1d,3995.88,3262.6334138395455,4143.445626347635,HOLD,9.484682680440985,49.684469036626425,4.241691079608273,-6.858017910190306,3,1.8,180,True,180,720,2025-08-08T16:01:43.695487
USDCUSDT,1d,0.9995,0.9499492248332766,0.9999465524560807,HOLD,0.022661590853510955,0.0,0.0,0.0,1,1.5,100,True,100,720,2025-08-08T16:01:44.606599
BTCUSDT,1d,116918.01,114343.53120263481,137507.2125920956,HOLD,1.18385824945514,36.59416920838672,5.414160266636279,-0.32732919789268955,2,2.0,200,True,200,720,2025-08-08T16:01:45.485078
XRPUSDT,1d,3.361,2.522423483883153,3.410904687734009,HOLD,8.590188334394831,0.0,0.0,0.0,1,1.5,100,True,100,720,2025-08-08T16:01:46.358594
SOLUSDT,1d,178.53,143.92264274406736,196.6462596446863,HOLD,14.91448285727677,0.0,0.0,0.0,2,2.0,150,True,150,720,2025-08-08T16:01:47.275718
FDUSDUSDT,1d,0.9979,0.9481803611672522,0.9980845907023708,HOLD,0.0004599533474960072,0.0,0.0,0.0,1,1.5,100,True,100,720,2025-08-08T16:01:48.193366
SUIUSDT,1d,3.8628,2.7552026167703416,4.0160351805893955,HOLD,10.627873258077898,45.734815171283614,5.439337990588854,-3.1977063695397656,1,1.5,100,True,100,720,2025-08-08T16:01:49.098921
DOGEUSDT,1d,0.22767,0.16309693457923163,0.24493947023925022,HOLD,14.95296099984522,0.0,0.0,0.0,1,1.5,100,True,100,720,2025-08-08T16:01:49.996406
TRXUSDT,1d,0.3387,0.3067634883333631,0.334974619917462,SELL,8.755654868125196,23.609407246783665,8.270293444726557,-1.2971475347899886,1,1.5,100,True,100,720,2025-08-08T16:01:50.886435
ENAUSDT,1d,0.6397,0.3205772722736983,0.5937066769012189,SELL,47.65401647991602,129.0703659858786,7.189297577349544,-1.0117959857635972,1,1.5,100,True,100,494,2025-08-08T16:01:51.743308
BNBUSDT,1d,793.54,702.308507379736,800.7316921582174,HOLD,3.306355296607592,22.926676383135415,7.789852020681603,-0.19960079840317668,1,1.5,100,True,100,720,2025-08-08T16:01:52.637125
LINKUSDT,1d,19.85,13.706205140334376,18.75717063524317,HOLD,5.9846911246647645,48.49892966992102,6.875295652841306,-1.0266329415265618,1,1.5,100,True,100,720,2025-08-08T16:01:53.511957
ADAUSDT,1d,0.8026,0.5805255250574676,0.8337854993649746,HOLD,9.363260672215963,46.78030727369264,5.848601806486488,-1.738642517741018,1,1.5,100,True,100,720,2025-08-08T16:01:55.207922
PEPEUSDT,1d,1.137e-05,9.050617657983843e-06,1.4062743860167964e-05,HOLD,16.19798464829775,59.49818575906609,3.349008591435035,-7.35395189003436,1,1.5,100,True,100,720,2025-08-08T16:01:56.131522
