symbol,interval,current_price,lower_band,upper_band,signal,potential_return,total_return,sharpe_ratio,max_drawdown,degree,kstd,lookback,use_lookback,data_points,total_available,analysis_date
ETHUSDT,1d,3900.97,3261.0709837687345,4141.77026540073,HOLD,9.992103748881435,48.93369295185819,4.222345920963124,-6.858017910190306,3,1.8,180,True,180,720,2025-08-08T14:21:21.477548
USDCUSDT,1d,0.9996,0.949950057223666,0.9999474286564906,HOLD,0.020748260196721612,0.0,0.0,0.0,1,1.5,100,True,100,720,2025-08-08T14:21:22.355884
BTCUSDT,1d,116574.31,114339.28292620795,137505.39636912823,HOLD,1.1287948062286486,36.59416920838672,5.414160266636279,-0.32732919789268955,2,2.0,200,True,200,720,2025-08-08T14:21:23.251586
XRPUSDT,1d,3.3118,2.522120307236129,3.4104323554701406,HOLD,8.916351204958453,0.0,0.0,0.0,1,1.5,100,True,100,720,2025-08-08T14:21:24.147341
SOLUSDT,1d,176.39,143.89791179587644,196.62097620458837,HOLD,15.187805340833046,0.0,0.0,0.0,2,2.0,150,True,150,720,2025-08-08T14:21:25.051070
FDUSDUSDT,1d,0.9978,0.9481791857320835,0.9980833534021932,HOLD,0.002339879585724547,0.0,0.0,0.0,1,1.5,100,True,100,720,2025-08-08T14:21:25.940507
DOGEUSDT,1d,0.22192,0.16305699746588392,0.24488877368923156,HOLD,15.55281684781227,0.0,0.0,0.0,1,1.5,100,True,100,720,2025-08-08T14:21:26.818309
SUIUSDT,1d,3.8126,2.754892908078711,4.015553617993894,HOLD,10.921380096953564,45.734815171283614,5.439337990588854,-3.1977063695397656,1,1.5,100,True,100,720,2025-08-08T14:21:27.743935
TRXUSDT,1d,0.3385,0.3067628890886551,0.3349720666869225,SELL,8.74497587795838,23.59470059511839,8.267148109875091,-1.2971475347899886,1,1.5,100,True,100,720,2025-08-08T14:21:28.624757
LINKUSDT,1d,19.31,13.703310628932968,18.751553463476256,HOLD,6.603487569506878,48.49892966992102,6.875295652841306,-1.0266329415265618,1,1.5,100,True,100,720,2025-08-08T14:21:29.516587
ENAUSDT,1d,0.6174,0.32051409496727057,0.5934183532175478,SELL,47.28039756443342,129.0703659858786,7.189297577349544,-1.0117959857635972,1,1.5,100,True,100,494,2025-08-08T14:21:30.384067
BNBUSDT,1d,784.88,702.25827661404,800.645420745696,HOLD,3.526559113298136,22.926676383135415,7.789852020681603,-0.19960079840317668,1,1.5,100,True,100,720,2025-08-08T14:21:31.266056
ADAUSDT,1d,0.7913,0.5804582177920601,0.8336746917788966,HOLD,9.673835317033257,46.78030727369264,5.848601806486488,-1.738642517741018,1,1.5,100,True,100,720,2025-08-08T14:21:32.149692
PEPEUSDT,1d,1.11e-05,9.048110334359994e-06,1.4060995342207653e-05,HOLD,15.800201615857118,59.49818575906609,3.349008591435035,-7.35395189003436,1,1.5,100,True,100,720,2025-08-08T14:21:33.831602
LTCUSDT,1d,122.08,90.37097639816493,116.92589766124105,SELL,25.397093846449508,39.08910332324946,6.538104170555771,-0.593417629068349,1,1.5,100,True,100,720,2025-08-08T14:21:34.713964
XLMUSDT,1d,0.4591,0.30355282590413585,0.4796380922476792,HOLD,13.749962587790934,86.57072761736286,4.536337101172278,-1.2131004461911177,1,1.5,100,True,100,720,2025-08-08T14:21:35.603422
PENGUUSDT,1d,0.036822,0.022150089355486118,0.041918156030652486,HOLD,16.809869170124347,322.56802366024147,7.217361537035039,-4.84889769630914,1,1.5,100,True,100,235,2025-08-08T14:21:36.440380
BIOUSDT,1d,0.0945,0.041680449696156925,0.07146787505631827,SELL,42.934762190365646,44.68660133988189,2.888368578570703,-16.538789428815036,1,1.5,100,True,100,218,2025-08-08T14:21:37.272394
PENDLEUSDT,1d,5.31,3.549479421223685,4.630170733658472,HOLD,10.579163490124008,81.83931430462185,7.858088939692128,-3.528943024645681,1,1.5,100,True,100,720,2025-08-08T14:21:38.954192
BONKUSDT,1d,2.581e-05,1.913727129145892e-05,3.51041610517754e-05,HOLD,24.757131039321692,143.1817515702787,6.538469861492928,-0.25941524203616506,1,1.5,100,True,100,603,2025-08-08T14:21:39.820338
UNIUSDT,1d,10.558,8.882811181802019,10.924621669683127,HOLD,8.763307611038265,50.5573445569002,6.783335007731532,-1.2884733121834357,1,1.5,100,True,100,720,2025-08-08T14:21:40.701521
AVAXUSDT,1d,23.33,17.78441796497374,24.838457150537806,HOLD,8.988403468792484,42.47015515782331,6.684859311324863,-1.0678115367679486,1,1.5,100,True,100,720,2025-08-08T14:21:41.593312
HBARUSDT,1d,0.26092,0.17443932584337712,0.2785641835955666,HOLD,10.934897451899445,88.11463129987041,6.366499093373498,-0.679988711649826,1,1.5,100,True,100,720,2025-08-08T14:21:42.470523
ASRUSDT,1d,7.345,2.619710548224295,4.603796934768906,SELL,47.47974041250412,0.0,0.0,0.0,1,1.5,100,True,100,720,2025-08-08T14:21:43.356877
